Price,Close,High,Low,Open,Volume,EMA20,EMA50,EMA200,RSI,MACD,ATR,Volume_SMA20,target
2018-10-16,115.8000030517578,116.5999984741211,115.8000030517578,116.48999786376953,9531800.0,114.04247928435595,114.36471895636996,119.16600935788166,61.12092103614568,0.355214204937652,1.0599758745199659,8649010.0,1
2018-10-17,115.79000091552734,116.33000183105467,115.68000030517578,115.88999938964844,7078600.0,114.20890991589609,114.42061236653299,119.13241723407715,61.047278136475605,0.34935157432971603,1.0306919924741749,8791780.0,0
2018-10-18,115.91999816894533,116.41000366210938,115.62999725341795,115.83000183105469,7964100.0,114.37187070190078,114.47941180976485,119.10045286526987,61.69329211420888,0.33427813125206235,1.0127858793468352,8970775.0,1
2018-10-19,116.01000213623048,116.23999786376952,115.95999908447266,116.2300033569336,7453900.0,114.52788321945599,114.53943495982233,119.0697021117471,62.16119282208616,0.3109075385872866,0.963301151880932,9001900.0,1
2018-10-22,115.70999908447266,115.77999877929688,115.43000030517578,115.56999969482422,5200500.0,114.64046568279092,114.58533943529882,119.03627223087871,59.550170501784784,0.2579636203909668,0.9359226289647726,9040160.0,1
2018-10-23,116.38999938964844,117.25,116.33000183105467,117.16000366210938,12704200.0,114.80708794058687,114.65611041390076,119.00994115783165,63.311876601363586,0.2512126958609539,0.9790710780049563,9525130.0,1
2018-10-24,116.66000366210938,116.72000122070312,116.11000061035156,116.37999725341797,8563300.0,114.98355610454139,114.73469446285011,118.98655869518765,64.71502682456101,0.24703098594187367,0.9527089017439996,9538430.0,0
2018-10-25,116.4000015258789,116.7300033569336,116.19000244140624,116.58000183105469,8303500.0,115.11845566847829,114.80000062218457,118.96082180793086,62.24624455604739,0.21029201771361627,0.9232297598713822,9569435.0,0
2018-10-26,116.7699966430664,117.6500015258789,116.45999908447266,116.83000183105469,15733100.0,115.27574528510573,114.8772553681015,118.93902255255907,64.33153173654182,0.19479836301746045,0.9465704913091406,10055060.0,0
2018-10-29,116.30999755859376,116.54000091552734,115.83999633789062,116.41000366210938,8732500.0,115.37424550162841,114.9334413363561,118.9128630998828,59.90166874695799,0.14002078642919735,0.9453869065853293,10297055.0,1
2018-10-30,115.8000030517578,116.04000091552734,115.63999938964844,115.8499984741211,7233300.0,115.41479383973596,114.96742414872479,118.88188936806067,55.35090448767033,0.059982612983043415,0.9257162824681863,10119885.0,1
2018-10-31,115.1500015258789,115.16999816894533,114.66000366210938,114.88999938964844,11409300.0,115.38957552413052,114.97458404586808,118.84475615570065,50.12421649443264,-0.04076431326729324,0.941022218695346,10356625.0,1
2018-11-01,116.62999725341795,117.06999969482422,116.18000030517578,116.33000183105469,13662900.0,115.5077109269198,115.03950221087005,118.8227187536879,59.50140381968978,-0.013185405462790123,1.0109490722846293,10708960.0,0
2018-11-02,116.6500015258789,116.9800033569336,116.38999938964844,116.61000061035156,8796900.0,115.61650050777305,115.10265904675276,118.80109967679428,59.61193451327773,0.0002367254730432089,0.9808815647846669,10749085.0,0
2018-11-05,116.37000274658205,116.66999816894533,116.2300033569336,116.27999877929688,6291500.0,115.68826262575486,115.15235879968725,118.7769096575882,57.256423168972944,-0.015063980799358001,0.9422467967294573,10458080.0,0
2018-11-06,116.04000091552734,116.52999877929688,115.73999786376952,116.44000244140625,7270800.0,115.72176151049509,115.18716829442609,118.74967673478164,54.52198241652465,-0.05072226076158892,0.9313720909293074,10404005.0,0
2018-11-07,116.02999877929688,116.3499984741211,115.9000015258789,116.26000213623047,8392100.0,115.75111744085716,115.22022047030337,118.72261526258778,54.43712289729983,-0.0767337683243684,0.8969881521659416,10295045.0,0
2018-11-08,115.77999877929688,116.1500015258789,115.5,115.7699966430664,7638800.0,115.75386804451809,115.24217256085214,118.6933354965849,52.24819165942431,-0.11047651083511734,0.8793462502882962,9336440.0,0
2018-11-09,114.4800033569336,114.75,114.13999938964844,114.5999984741211,14159200.0,115.63254759808147,115.21228357246318,118.65141179370279,42.645433592675516,-0.21405264787187317,0.9336786173854491,9397435.0,1
2018-11-12,113.66000366210938,114.0500030517578,113.58000183105467,114.01000213623047,7498600.0,115.44468627084603,115.15140985048853,118.60174604114964,37.912177490623996,-0.32484929618802244,0.9312731108492684,9180945.0,1
2018-11-13,113.6999969482422,113.93000030517578,113.41999816894533,113.72000122070312,9309000.0,115.278525382979,115.09449169745928,118.55297241833465,38.27203248073281,-0.3787403375015078,0.9011823269479246,9169805.0,1
2018-11-14,114.63999938964844,115.05999755859376,113.45999908447266,113.52999877929688,13950200.0,115.21771338361418,115.076668469702,118.51403736332284,46.16931351838949,-0.33583928180963457,0.9510977660317234,9513385.0,1
2018-11-15,114.7699966430664,114.98999786376952,114.55999755859376,114.83000183105469,8910600.0,115.1750736940382,115.06464212355942,118.47678322680288,47.17582382648672,-0.2854469522403927,0.9138765188277255,9560710.0,1
2018-11-16,115.62000274658205,115.87999725341795,115.37000274658205,115.83000183105469,8577000.0,115.21744788951857,115.0864209715211,118.44835755038278,53.321601020729474,-0.1864010124348859,0.9278853825079986,9616865.0,1
2018-11-19,115.66999816894533,115.91999816894533,115.37000274658205,115.44999694824219,8508300.0,115.26054791613063,115.10930635181225,118.42071218340331,53.66308011559652,-0.11268205122854684,0.9008932424976617,9782255.0,1
2018-11-20,115.66999816894533,115.9499969482422,115.37000274658205,115.94000244140625,9075100.0,115.29954317830347,115.13129426620964,118.39334189470225,53.66308011559652,-0.06163578517311001,0.8779718824378399,9600800.0,0
2018-11-21,115.86000061035156,116.3499984741211,115.86000061035156,115.94000244140625,8834200.0,115.35292007659376,115.15987098558776,118.36813451873856,55.11048937678861,-0.015210262459504922,0.863831055490549,9614345.0,0
2018-11-23,115.7699966430664,115.87999725341795,115.58999633789062,115.76000213623047,3726600.0,115.39264165435306,115.18379748195947,118.34228240057267,54.246079547199855,0.008050677639129977,0.822843188350319,9385500.0,0
2018-11-26,115.63999938964844,115.87000274658205,115.52999877929688,115.83999633789062,4018600.0,115.416199533905,115.20168775284924,118.31539401240428,52.95413894614186,0.01300250199818466,0.7883546725599512,8799775.0,1
2018-11-27,114.9499969482422,115.62999725341795,114.5999984741211,115.55000305175781,9671100.0,115.3717992876514,115.19181752521759,118.28190747445242,46.60894891022215,-0.029548913652583678,0.8063294042004792,8846705.0,1
2018-11-28,115.37999725341795,116.06999969482422,114.58999633789062,114.76000213623047,13788800.0,115.37258004629584,115.19919712240193,118.25303274588492,50.582919315928955,-0.028100517621937174,0.8544489722528444,9174480.0,1
2018-11-29,115.73999786376952,116.23999786376952,115.55999755859376,115.97000122070312,6479300.0,115.40757221938857,115.22040499461242,118.22802742367483,53.69065418408957,-0.003552989588513772,0.8548455178313243,8927980.0,1
2018-11-30,115.54000091552734,115.66000366210938,115.04000091552734,115.41999816894531,8169600.0,115.4201844761637,115.23293816798163,118.20128089125545,51.743814755793906,-0.0015438330537452805,0.8437849057178136,8653315.0,1
2018-12-03,116.41000366210938,116.7699966430664,116.3000030517578,116.5999984741211,8469500.0,115.51445297006329,115.2790975991239,118.18345723723411,58.75076832193446,0.05452178507804292,0.8713713929907599,8636945.0,1
2018-12-04,117.12000274658205,117.38999938964844,116.93000030517578,117.37000274658203,7186100.0,115.66736247258888,115.35128995784775,118.1728756005112,63.41901213463786,0.1311945676497587,0.8791302740299244,8681675.0,1
2018-12-06,117.13999938964844,117.69000244140624,116.91999816894533,117.37999725341797,9267600.0,115.80761360754693,115.42143542576152,118.16259822527874,63.544150040834374,0.1724308449104581,0.8713355596321375,8781515.0,1
2018-12-07,118.08999633789062,118.2300033569336,117.54000091552734,117.62000274658203,10402900.0,116.02498339138918,115.526084873296,118.16187581843907,68.97422571757599,0.24825197541902616,0.886954731607353,8882055.0,0
